 7.72800000e-03  7.72800000e-03  7.72800000e-03  2.57329987e-01  7.72800000e-03  2.56200073e-01 
 7.82800000e-03  7.82800000e-03  7.82800000e-03  3.26717948e-01  7.82800000e-03  3.26510703e-01 
 7.92800000e-03  7.92800000e-03  7.92800000e-03  6.15477116e-01  7.92800000e-03  6.15874752e-01 
 8.02800000e-03  8.02800000e-03  8.02800000e-03  1.01339592e+00  8.02800000e-03  1.01376499e+00 
 8.12800000e-03  8.12800000e-03  8.12800000e-03  1.36514846e+00  8.12800000e-03  1.36820087e+00 
 8.22800000e-03  8.22800000e-03  8.22800000e-03  1.53673961e+00  8.22800000e-03  1.54379993e+00 
 8.32800000e-03  8.32800000e-03  8.32800000e-03  1.46980996e+00  8.32800000e-03  1.47348930e+00 
 8.42800000e-03  8.42800000e-03  8.42800000e-03  1.18412121e+00  8.42800000e-03  1.18412525e+00 
 8.52800000e-03  8.52800000e-03  8.52800000e-03  7.86410307e-01  8.52800000e-03  7.86235012e-01 
 8.62800000e-03  8.62800000e-03  8.62800000e-03  4.32391823e-01  8.62800000e-03  4.31799134e-01 
 8.72800000e-03  8.72800000e-03  8.72800000e-03  2.57310722e-01  8.72800000e-03  2.56200073e-01 
 8.82800000e-03  8.82800000e-03  8.82800000e-03  3.26736124e-01  8.82800000e-03  3.26510703e-01 
 8.92800000e-03  8.92800000e-03  8.92800000e-03  6.15467372e-01  8.92800000e-03  6.15874752e-01 
 9.02800000e-03  9.02800000e-03  9.02800000e-03  1.01340533e+00  9.02800000e-03  1.01376499e+00 
 9.12800000e-03  9.12800000e-03  9.12800000e-03  1.36513121e+00  9.12800000e-03  1.36820087e+00 
 9.22800000e-03  9.22800000e-03  9.22800000e-03  1.53675728e+00  9.22800000e-03  1.54379993e+00 
 9.32800000e-03  9.32800000e-03  9.32800000e-03  1.46979176e+00  9.32800000e-03  1.47348930e+00 
 9.42800000e-03  9.42800000e-03  9.42800000e-03  1.18413237e+00  9.42800000e-03  1.18412525e+00 
 9.52800000e-03  9.52800000e-03  9.52800000e-03  7.86401218e-01  9.52800000e-03  7.86235012e-01 
 9.62800000e-03  9.62800000e-03  9.62800000e-03  4.32405023e-01  9.62800000e-03  4.31799134e-01 
 9.72800000e-03  9.72800000e-03  9.72800000e-03  2.57292348e-01  9.72800000e-03  2.56200073e-01 
 9.82800000e-03  9.82800000e-03  9.82800000e-03  3.26753453e-01  9.82800000e-03  3.26510703e-01 
 9.91400000e-03  9.91400000e-03  9.91400000e-03  5.65217015e-01  9.91400000e-03  5.65614303e-01 
 1.00000000e-02  1.00000000e-02  1.00000000e-02  8.99688853e-01  1.00000000e-02  9.00000000e-01 
